320551984,amyA,Carbon Cycling,Carbon degradation,Starch,Haladaptatus paucihalophilus DX253,superkingdom:Archaea;phylum:Euryarchaeota;class:Halobacteria;order:Halobacteriales;family:Halobacteriaceae;genus:Haladaptatus;species:Haladaptatus paucihalophilus;,,269,,,,,,,,,744,207
320549661,amyA,Carbon Cycling,Carbon degradation,Starch,Haladaptatus paucihalophilus DX253,superkingdom:Archaea;phylum:Euryarchaeota;class:Halobacteria;order:Halobacteriales;family:Halobacteriaceae;genus:Haladaptatus;species:Haladaptatus paucihalophilus;,,,,,,,,,441,,,
299123728,amyA,Carbon Cycling,Carbon degradation,Starch,Halalkalicoccus jeotgali B3,superkingdom:Archaea;phylum:Euryarchaeota;class:Halobacteria;order:Halobacteriales;family:Halobacteriaceae;genus:Halalkalicoccus;species:Halalkalicoccus jeotgali;,,,,,,,,,537,,,931
344212728,amyA,Carbon Cycling,Carbon degradation,Starch,Haloarcula hispanica ATCC 33960,superkingdom:Archaea;phylum:Euryarchaeota;class:Halobacteria;order:Halobacteriales;family:Halobacteriaceae;genus:Haloarcula;species:Haloarcula hispanica;,917,792,556,1942,491,2254,1341,1372,3344,3298,7697,8244
343784395,amyA,Carbon Cycling,Carbon degradation,Starch,Haloarcula hispanica ATCC 33960,superkingdom:Archaea;phylum:Euryarchaeota;class:Halobacteria;order:Halobacteriales;family:Halobacteriaceae;genus:Haloarcula;species:Haloarcula hispanica;,487,21526,11067,539,346,99645,910,2787,1520,,1023,731
55378686,amyA,Carbon Cycling,Carbon degradation,Starch,Haloarcula marismortui ATCC 43049,superkingdom:Archaea;phylum:Euryarchaeota;class:Halobacteria;order:Halobacteriales;family:Halobacteriaceae;genus:Haloarcula;species:Haloarcula marismortui;,831,334,5218,412,55702,328,3087,1111,2590,,856,625
55231751,amyA,Carbon Cycling,Carbon degradation,Starch,Haloarcula marismortui ATCC 43049,superkingdom:Archaea;phylum:Euryarchaeota;class:Halobacteria;order:Halobacteriales;family:Halobacteriaceae;genus:Haloarcula;species:Haloarcula marismortui;,8702,371,660,1010,481,1272,989,2811,1062,437,1191,488
55377139,amyA,Carbon Cycling,Carbon degradation,Starch,Haloarcula marismortui ATCC 43049,superkingdom:Archaea;phylum:Euryarchaeota;class:Halobacteria;order:Halobacteriales;family:Halobacteriaceae;genus:Haloarcula;species:Haloarcula marismortui;,1700,,333,,431,,750,,437,,1296,448
383621716,amyA,Carbon Cycling,Carbon degradation,Starch,Halobiforma lacisalsi AJ5,superkingdom:Archaea;phylum:Euryarchaeota;class:Halobacteria;order:Halobacteriales;family:Halobacteriaceae;genus:Halobiforma;species:Halobiforma lacisalsi;,2734,,,,,,,,,,,
389847254,amyA,Carbon Cycling,Carbon degradation,Starch,Haloferax mediterranei ATCC 33500,superkingdom:Archaea;phylum:Euryarchaeota;class:Halobacteria;order:Halobacteriales;family:Halobacteriaceae;genus:Haloferax;species:Haloferax mediterranei;,480,182,18660,,,,,,,,,
388243314,amyA,Carbon Cycling,Carbon degradation,Starch,Haloferax mediterranei ATCC 33500,superkingdom:Archaea;phylum:Euryarchaeota;class:Halobacteria;order:Halobacteriales;family:Halobacteriaceae;genus:Haloferax;species:Haloferax mediterranei;,461,294,,,,,,,654,,,354
389846508,amyA,Carbon Cycling,Carbon degradation,Starch,Haloferax mediterranei ATCC 33500,superkingdom:Archaea;phylum:Euryarchaeota;class:Halobacteria;order:Halobacteriales;family:Halobacteriaceae;genus:Haloferax;species:Haloferax mediterranei;,,,,,,,738,,,294,,
292655857,amyA,Carbon Cycling,Carbon degradation,Starch,Haloferax volcanii DS2,superkingdom:Archaea;phylum:Euryarchaeota;class:Halobacteria;order:Halobacteriales;family:Halobacteriaceae;genus:Haloferax;species:Haloferax volcanii;,4236,4165,337,1607,3391,616,1833,11810,5110,609,1467,1679
312293736,amyA,Carbon Cycling,Carbon degradation,Starch,Halogeometricum borinquense DSM 11551,superkingdom:Archaea;phylum:Euryarchaeota;class:Halobacteria;order:Halobacteriales;family:Halobacteriaceae;genus:Halogeometricum;species:Halogeometricum borinquense;,,,,,167,,,,,,,
257170613,amyA,Carbon Cycling,Carbon degradation,Starch,Halomicrobium mukohataei DSM 12286,superkingdom:Archaea;phylum:Euryarchaeota;class:Halobacteria;order:Halobacteriales;family:Halobacteriaceae;genus:Halomicrobium;species:Halomicrobium mukohataei;,737,142,886,575,,1076,5344,1621,898,,2699,450
257386137,amyA,Carbon Cycling,Carbon degradation,Starch,Halomicrobium mukohataei DSM 12286,superkingdom:Archaea;phylum:Euryarchaeota;class:Halobacteria;order:Halobacteriales;family:Halobacteriaceae;genus:Halomicrobium;species:Halomicrobium mukohataei;,,154,,,,,772,,687,,,293
257168588,amyA,Carbon Cycling,Carbon degradation,Starch,Halomicrobium mukohataei DSM 12286,superkingdom:Archaea;phylum:Euryarchaeota;class:Halobacteria;order:Halobacteriales;family:Halobacteriaceae;genus:Halomicrobium;species:Halomicrobium mukohataei;,,143,,,,,,,,,,
335339490,amyA,Carbon Cycling,Carbon degradation,Starch,Halopiger xanaduensis SH-6,superkingdom:Archaea;phylum:Euryarchaeota;class:Halobacteria;order:Halobacteriales;family:Halobacteriaceae;genus:Halopiger;species:Halopiger xanaduensis;,,,,,,,,934,4265,,,
335437738,amyA,Carbon Cycling,Carbon degradation,Starch,Halorhabdus tiamatea SARL4B,superkingdom:Archaea;phylum:Euryarchaeota;class:Halobacteria;order:Halobacteriales;family:Halobacteriaceae;genus:Halorhabdus;species:Halorhabdus tiamatea;,41256,2894,567,9614,150,587,4291,,678,,1009,906
335433571,amyA,Carbon Cycling,Carbon degradation,Starch,Halorhabdus tiamatea SARL4B,superkingdom:Archaea;phylum:Euryarchaeota;class:Halobacteria;order:Halobacteriales;family:Halobacteriaceae;genus:Halorhabdus;species:Halorhabdus tiamatea;,451,181,,827,,1581,671,,1800,466,1473,1171
335437739,amyA,Carbon Cycling,Carbon degradation,Starch,Halorhabdus tiamatea SARL4B,superkingdom:Archaea;phylum:Euryarchaeota;class:Halobacteria;order:Halobacteriales;family:Halobacteriaceae;genus:Halorhabdus;species:Halorhabdus tiamatea;,1594,1968,,622,,721,,,907,244,9826,15770
334894510,amyA,Carbon Cycling,Carbon degradation,Starch,Halorhabdus tiamatea SARL4B,superkingdom:Archaea;phylum:Euryarchaeota;class:Halobacteria;order:Halobacteriales;family:Halobacteriaceae;genus:Halorhabdus;species:Halorhabdus tiamatea;,7808,340,360,532,712,588,1337,13159,1129,333,33743,626
334894513,amyA,Carbon Cycling,Carbon degradation,Starch,Halorhabdus tiamatea SARL4B,superkingdom:Archaea;phylum:Euryarchaeota;class:Halobacteria;order:Halobacteriales;family:Halobacteriaceae;genus:Halorhabdus;species:Halorhabdus tiamatea;,1560,1146,4054,22690,208848,5576,2077,2204,3200,42470,2576,1393
335436959,amyA,Carbon Cycling,Carbon degradation,Starch,Halorhabdus tiamatea SARL4B,superkingdom:Archaea;phylum:Euryarchaeota;class:Halobacteria;order:Halobacteriales;family:Halobacteriaceae;genus:Halorhabdus;species:Halorhabdus tiamatea;,944,269,2182,3785,,812,1310,3659,764,,800,251
222479925,amyA,Carbon Cycling,Carbon degradation,Starch,Halorubrum lacusprofundi ATCC 49239,superkingdom:Archaea;phylum:Euryarchaeota;class:Halobacteria;order:Halobacteriales;family:Halobacteriaceae;genus:Halorubrum;species:Halorubrum lacusprofundi;,1516,667,,4112,150,1139,767,1444,3575,272,884,1301
222451881,amyA,Carbon Cycling,Carbon degradation,Starch,Halorubrum lacusprofundi ATCC 49239,superkingdom:Archaea;phylum:Euryarchaeota;class:Halobacteria;order:Halobacteriales;family:Halobacteriaceae;genus:Halorubrum;species:Halorubrum lacusprofundi;,2368,108,,,,443594,,,,,,202
222479022,amyA,Carbon Cycling,Carbon degradation,Starch,Halorubrum lacusprofundi ATCC 49239,superkingdom:Archaea;phylum:Euryarchaeota;class:Halobacteria;order:Halobacteriales;family:Halobacteriaceae;genus:Halorubrum;species:Halorubrum lacusprofundi;,,,2834,22243,152,,,6204,2551,689,1245,
284165922,amyA,Carbon Cycling,Carbon degradation,Starch,Haloterrigena turkmenica DSM 5511,superkingdom:Archaea;phylum:Euryarchaeota;class:Halobacteria;order:Halobacteriales;family:Halobacteriaceae;genus:Haloterrigena;species:Haloterrigena turkmenica;,,338,,,,540,,,,,,228
224607311,amyA,Carbon Cycling,Carbon degradation,Starch,Natrialba magadii ATCC 43099,superkingdom:Archaea;phylum:Euryarchaeota;class:Halobacteria;order:Halobacteriales;family:Halobacteriaceae;genus:Natrialba;species:Natrialba magadii;,2379,820,532,1532,943,2464,8469,962,1693,779,2676,1004
373560081,amyA,Carbon Cycling,Carbon degradation,Starch,Methanotorris formicicus Mc-S-70,superkingdom:Archaea;phylum:Euryarchaeota;class:Methanococci;order:Methanococcales;family:Methanocaldococcaceae;genus:Methanotorris;species:Methanotorris formicicus;,467,,,,,,,,,,,
383320528,amyA,Carbon Cycling,Carbon degradation,Starch,Methanocella conradii HZ254,superkingdom:Archaea;phylum:Euryarchaeota;class:Methanomicrobia;order:Methanocellales;family:Methanocellaceae;genus:Methanocella;species:Methanocella conradii;,4949,1377,7777,2406,3441,1258,18428,21913,1316,,963,970
282165050,amyA,Carbon Cycling,Carbon degradation,Starch,Methanocella paludicola SANAE,superkingdom:Archaea;phylum:Euryarchaeota;class:Methanomicrobia;order:Methanocellales;family:Methanocellaceae;genus:Methanocella;species:Methanocella paludicola;,,138,,450,152,385,2317,,494,,2360,180
125861130,amyA,Carbon Cycling,Carbon degradation,Starch,Methanoculleus marisnigri JR1,superkingdom:Archaea;phylum:Euryarchaeota;class:Methanomicrobia;order:Methanomicrobiales;family:Methanomicrobiaceae;genus:Methanoculleus;species:Methanoculleus marisnigri;,515,713,298,1140,,,1064,1455,687,,,
328927364,amyA,Carbon Cycling,Carbon degradation,Starch,Methanosaeta concilii GP6,superkingdom:Archaea;phylum:Euryarchaeota;class:Methanomicrobia;order:Methanosarcinales;family:Methanosaetaceae;genus:Methanosaeta;species:Methanosaeta concilii;,851,300,,572,,776,1962,,849,372,673,473
357210390,amyA,Carbon Cycling,Carbon degradation,Starch,Methanosaeta harundinacea 6Ac,superkingdom:Archaea;phylum:Euryarchaeota;class:Methanomicrobia;order:Methanosarcinales;family:Methanosaetaceae;genus:Methanosaeta;species:Methanosaeta harundinacea;,1327,263,1289,,6235,519,1457,1170,,265,,560
116665025,amyA,Carbon Cycling,Carbon degradation,Starch,Methanosaeta thermophila PT,superkingdom:Archaea;phylum:Euryarchaeota;class:Methanomicrobia;order:Methanosarcinales;family:Methanosaetaceae;genus:Methanosaeta;species:Methanosaeta thermophila;,,,,,,,,1119,,,,
20090848,amyA,Carbon Cycling,Carbon degradation,Starch,Methanosarcina acetivorans C2A,superkingdom:Archaea;phylum:Euryarchaeota;class:Methanomicrobia;order:Methanosarcinales;family:Methanosarcinaceae;genus:Methanosarcina;species:Methanosarcina acetivorans;,79348,,,,,,1157,905,,,,
337285307,amyA,Carbon Cycling,Carbon degradation,Starch,Pyrococcus yayanosii CH1,superkingdom:Archaea;phylum:Euryarchaeota;class:Thermococci;order:Thermococcales;family:Thermococcaceae;genus:Pyrococcus;species:Pyrococcus yayanosii;,,256,,,,1375,,1178,1367,,,
334901242,amyA,Carbon Cycling,Carbon degradation,Starch,Pyrococcus yayanosii CH1,superkingdom:Archaea;phylum:Euryarchaeota;class:Thermococci;order:Thermococcales;family:Thermococcaceae;genus:Pyrococcus;species:Pyrococcus yayanosii;,4027,16919,4334,13393,927,11594,15341,9702,6515,1044,6011,4532
337284837,amyA,Carbon Cycling,Carbon degradation,Starch,Pyrococcus yayanosii CH1,superkingdom:Archaea;phylum:Euryarchaeota;class:Thermococci;order:Thermococcales;family:Thermococcaceae;genus:Pyrococcus;species:Pyrococcus yayanosii;,,96,,,,,,,,,,
21326997,amyA,Carbon Cycling,Carbon degradation,Starch,Thermococcus sp. AEPII 1a,superkingdom:Archaea;phylum:Euryarchaeota;class:Thermococci;order:Thermococcales;family:Thermococcaceae;genus:Thermococcus;,,,,,772,,,,,,,
340810391,amyA,Carbon Cycling,Carbon degradation,Starch,Thermococcus sp. 4557,superkingdom:Archaea;phylum:Euryarchaeota;class:Thermococci;order:Thermococcales;family:Thermococcaceae;genus:Thermococcus;,1321,620,2426,2564,,3112,3099,3634,1509,470,2156,726
340810088,amyA,Carbon Cycling,Carbon degradation,Starch,Thermococcus sp. 4557,superkingdom:Archaea;phylum:Euryarchaeota;class:Thermococci;order:Thermococcales;family:Thermococcaceae;genus:Thermococcus;,21588,749,1559,3913,1899,3223,2272,4256,2569,306,2091,1519
214033704,amyA,Carbon Cycling,Carbon degradation,Starch,Thermococcus sp. AM4,superkingdom:Archaea;phylum:Euryarchaeota;class:Thermococci;order:Thermococcales;family:Thermococcaceae;genus:Thermococcus;,2986,334,,2275,,824,,,478,1326,7962,3665
223477673,amyA,Carbon Cycling,Carbon degradation,Starch,Thermococcus sp. AM4,superkingdom:Archaea;phylum:Euryarchaeota;class:Thermococci;order:Thermococcales;family:Thermococcaceae;genus:Thermococcus;,,,,467,,535,,,439,,,428
11230870,amyA,Carbon Cycling,Carbon degradation,Starch,Thermococcus sp. B1001,superkingdom:Archaea;phylum:Euryarchaeota;class:Thermococci;order:Thermococcales;family:Thermococcaceae;genus:Thermococcus;,1270,,,,,428,,,568,,,
390519443,amyA,Carbon Cycling,Carbon degradation,Starch,Thermococcus sp. CL1,superkingdom:Archaea;phylum:Euryarchaeota;class:Thermococci;order:Thermococcales;family:Thermococcaceae;genus:Thermococcus;,,,,,,,,2124,,,,
21326995,amyA,Carbon Cycling,Carbon degradation,Starch,Thermococcus sp. GU5L5,superkingdom:Archaea;phylum:Euryarchaeota;class:Thermococci;order:Thermococcales;family:Thermococcaceae;genus:Thermococcus;,546,,,,,,1210,,,605,,
47117695,amyA,Carbon Cycling,Carbon degradation,Starch,Thermococcus sp. OGL-20P,superkingdom:Archaea;phylum:Euryarchaeota;class:Thermococci;order:Thermococcales;family:Thermococcaceae;genus:Thermococcus;,,,,,,,,1032,,,,
197628611,amyA,Carbon Cycling,Carbon degradation,Starch,Thermococcus barophilus MP,superkingdom:Archaea;phylum:Euryarchaeota;class:Thermococci;order:Thermococcales;family:Thermococcaceae;genus:Thermococcus;species:Thermococcus barophilus;,,,905,,,,3705,,,,,
239910210,amyA,Carbon Cycling,Carbon degradation,Starch,Thermococcus gammatolerans EJ3,superkingdom:Archaea;phylum:Euryarchaeota;class:Thermococci;order:Thermococcales;family:Thermococcaceae;genus:Thermococcus;species:Thermococcus gammatolerans;,496,114,384,,,681,,,612,673,,
239911743,amyA,Carbon Cycling,Carbon degradation,Starch,Thermococcus gammatolerans EJ3,superkingdom:Archaea;phylum:Euryarchaeota;class:Thermococci;order:Thermococcales;family:Thermococcaceae;genus:Thermococcus;species:Thermococcus gammatolerans;,892,,555,,645,,1332,897,472,,,
375082744,amyA,Carbon Cycling,Carbon degradation,Starch,Thermococcus litoralis DSM 5473,superkingdom:Archaea;phylum:Euryarchaeota;class:Thermococci;order:Thermococcales;family:Thermococcaceae;genus:Thermococcus;species:Thermococcus litoralis;,2244,3225,1508,44142,5286,5795,3954,3375,2026,832,4658,1068
212009768,amyA,Carbon Cycling,Carbon degradation,Starch,Thermococcus onnurineus NA1,superkingdom:Archaea;phylum:Euryarchaeota;class:Thermococci;order:Thermococcales;family:Thermococcaceae;genus:Thermococcus;species:Thermococcus onnurineus;,710,266,457,1334,272,759,,,1560,794,615,653
212009559,amyA,Carbon Cycling,Carbon degradation,Starch,Thermococcus onnurineus NA1,superkingdom:Archaea;phylum:Euryarchaeota;class:Thermococci;order:Thermococcales;family:Thermococcaceae;genus:Thermococcus;species:Thermococcus onnurineus;,,,371,,,,,,,,,
10639283,amyA,Carbon Cycling,Carbon degradation,Starch,Thermoplasma acidophilum,superkingdom:Archaea;phylum:Euryarchaeota;class:Thermoplasmata;order:Thermoplasmatales;family:Thermoplasmataceae;genus:Thermoplasma;,,,6570,,,,,,500,,,
290559634,amyA,Carbon Cycling,Carbon degradation,Starch,Candidatus Parvarchaeum acidophilus ARMAN-5,superkingdom:Archaea;phylum:Euryarchaeota;genus:Candidatus Parvarchaeum;species:Candidatus Parvarchaeum acidophilus;,,,918,464,,,1063,,950,355,,
37222142,amyA,Carbon Cycling,Carbon degradation,Starch,uncultured bacterium,superkingdom:Bacteria;,62520,135,2073,839,806,928,6734,9398,1063,392,1355,1056
169125720,amyA,Carbon Cycling,Carbon degradation,Starch,uncultured bacterium,superkingdom:Bacteria;,1060,,805,,,1100,1336,1771,580,408,13059,441
300486149,amyA,Carbon Cycling,Carbon degradation,Starch,uncultured bacterium,superkingdom:Bacteria;,,,,,,1076,,2057,,854,,
349859047,amyA,Carbon Cycling,Carbon degradation,Starch,uncultured bacterium CSLD10,superkingdom:Bacteria;,,,,,,,,,615,,,579
223557983,amyA,Carbon Cycling,Carbon degradation,Starch,uncultured bacterium URE4,superkingdom:Bacteria;,,150,,,,,,,,,,
48306,amyA,Carbon Cycling,Carbon degradation,Starch,unidentified bacterium,superkingdom:Bacteria;,,134,,,,449,776,,561,,,
371718777,amyA,Carbon Cycling,Carbon degradation,Starch,Caldithrix abyssi DSM 13497,superkingdom:Bacteria;genus:Caldithrix;species:Caldithrix abyssi;,,,,,,719,,,,,,
371718776,amyA,Carbon Cycling,Carbon degradation,Starch,Caldithrix abyssi DSM 13497,superkingdom:Bacteria;genus:Caldithrix;species:Caldithrix abyssi;,,,,,,405,18368,,1038,,5067,272
371720261,amyA,Carbon Cycling,Carbon degradation,Starch,Caldithrix abyssi DSM 13497,superkingdom:Bacteria;genus:Caldithrix;species:Caldithrix abyssi;,656,,,12388,16644,417,,2372,,339,736,1933
371720846,amyA,Carbon Cycling,Carbon degradation,Starch,Caldithrix abyssi DSM 13497,superkingdom:Bacteria;genus:Caldithrix;species:Caldithrix abyssi;,661,169,,,,1006,,,648,,,
371718836,amyA,Carbon Cycling,Carbon degradation,Starch,Caldithrix abyssi DSM 13497,superkingdom:Bacteria;genus:Caldithrix;species:Caldithrix abyssi;,794,,,,,597,,,,567,,413
371721050,amyA,Carbon Cycling,Carbon degradation,Starch,Caldithrix abyssi DSM 13497,superkingdom:Bacteria;genus:Caldithrix;species:Caldithrix abyssi;,,144,,,,415,,,,,,
371718151,amyA,Carbon Cycling,Carbon degradation,Starch,Caldithrix abyssi DSM 13497,superkingdom:Bacteria;genus:Caldithrix;species:Caldithrix abyssi;,,,792,,233,578,,,488,251,,273
371720615,amyA,Carbon Cycling,Carbon degradation,Starch,Caldithrix abyssi DSM 13497,superkingdom:Bacteria;genus:Caldithrix;species:Caldithrix abyssi;,,100,41749,6034,,,,,,,,462
167729932,amyA,Carbon Cycling,Carbon degradation,Starch,Candidatus Cloacamonas acidaminovorans str. Evry,superkingdom:Bacteria;genus:Candidatus Cloacamonas;species:Candidatus Cloacamonas acidaminovorans;,,,,,,,,,,241,,
269925451,amyA,Carbon Cycling,Carbon degradation,Starch,Thermobaculum terrenum ATCC BAA-798,superkingdom:Bacteria;genus:Thermobaculum;species:Thermobaculum terrenum;,,,,,,366,,,,,,
269925943,amyA,Carbon Cycling,Carbon degradation,Starch,Thermobaculum terrenum ATCC BAA-798,superkingdom:Bacteria;genus:Thermobaculum;species:Thermobaculum terrenum;,,,,,200,,,,,,,
334888668,amyA,Carbon Cycling,Carbon degradation,Starch,Haloplasma contractile SSD-17B,superkingdom:Bacteria;order:Haloplasmatales;family:Haloplasmataceae;genus:Haloplasma;species:Haloplasma contractile;,,,,,,,,,,,5371,
225874281,amyA,Carbon Cycling,Carbon degradation,Starch,Acidobacterium capsulatum ATCC 51196,superkingdom:Bacteria;phylum:Acidobacteria;class:Acidobacteriia;order:Acidobacteriales;family:Acidobacteriaceae;genus:Acidobacterium;species:Acidobacterium capsulatum;,429,461,2192,,,778,,2830,903,,14089,3731
225793556,amyA,Carbon Cycling,Carbon degradation,Starch,Acidobacterium capsulatum ATCC 51196,superkingdom:Bacteria;phylum:Acidobacteria;class:Acidobacteriia;order:Acidobacteriales;family:Acidobacteriaceae;genus:Acidobacterium;species:Acidobacterium capsulatum;,622,341,297,2343,165,1210,1117,1256,663,574,767,305
225793632,amyA,Carbon Cycling,Carbon degradation,Starch,Acidobacterium capsulatum ATCC 51196,superkingdom:Bacteria;phylum:Acidobacteria;class:Acidobacteriia;order:Acidobacteriales;family:Acidobacteriaceae;genus:Acidobacterium;species:Acidobacterium capsulatum;,,,,,3152,,,,,2047,,
225872500,amyA,Carbon Cycling,Carbon degradation,Starch,Acidobacterium capsulatum ATCC 51196,superkingdom:Bacteria;phylum:Acidobacteria;class:Acidobacteriia;order:Acidobacteriales;family:Acidobacteriaceae;genus:Acidobacterium;species:Acidobacterium capsulatum;,,,,,,,,,425,,,
358754255,amyA,Carbon Cycling,Carbon degradation,Starch,Granulicella mallensis MP5ACTX8,superkingdom:Bacteria;phylum:Acidobacteria;class:Acidobacteriia;order:Acidobacteriales;family:Acidobacteriaceae;genus:Granulicella;species:Granulicella mallensis;,2279,1418,1784,2983,1995,10701,2468,2749,3582,985,3772,1189
358752123,amyA,Carbon Cycling,Carbon degradation,Starch,Granulicella mallensis MP5ACTX8,superkingdom:Bacteria;phylum:Acidobacteria;class:Acidobacteriia;order:Acidobacteriales;family:Acidobacteriaceae;genus:Granulicella;species:Granulicella mallensis;,34624,875,35356,1684,849,1144,3132,6107,493,738,886,6783
374311711,amyA,Carbon Cycling,Carbon degradation,Starch,Granulicella mallensis MP5ACTX8,superkingdom:Bacteria;phylum:Acidobacteria;class:Acidobacteriia;order:Acidobacteriales;family:Acidobacteriaceae;genus:Granulicella;species:Granulicella mallensis;,,,,,,1140,,,,,,
374313417,amyA,Carbon Cycling,Carbon degradation,Starch,Granulicella mallensis MP5ACTX8,superkingdom:Bacteria;phylum:Acidobacteria;class:Acidobacteriia;order:Acidobacteriales;family:Acidobacteriaceae;genus:Granulicella;species:Granulicella mallensis;,756,385,,605,245,718,702,,1053,864,,485
