Genbank ID,Gene name,Gene category,Sub-category1,Sub-category2,Organism,Lineage,#D43G21,D43G18,D43G16,D43G14,D43G13,D43G12,#D40G6,D40G4,D40G2,D40G31,D40G30,D40G29
358382105,nhaP,Metal Homeostasis,Sodium,Transport,Trichoderma virens Gv29-8,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Sordariomycetes;order:Hypocreales;family:Hypocreaceae;genus:Trichoderma;species:Trichoderma virens;,5469,394,504,563,283,672,1132,2122,515,1066,3282,839
342873126,silP,Metal Homeostasis,Silver,Transport,Fusarium oxysporum Fo5176,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Sordariomycetes;order:Hypocreales;family:Nectriaceae;genus:Fusarium;species:Fusarium oxysporum;,439,438,,842,*,513,p,p,p,,,
256731693,arsA_fungi,Metal Homeostasis,Arsenic,Transport,Nectria haematococca mpVI 77-13-4,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Sordariomycetes;order:Hypocreales;family:Nectriaceae;genus:Fusarium;species:Nectria haematococca;,2034,632,2835,3389,1985,2781,7314,3503,480,4368,2150,2132
256734850,ChrA,Metal Homeostasis,Chromium,Transport,Nectria haematococca mpVI 77-13-4,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Sordariomycetes;order:Hypocreales;family:Nectriaceae;genus:Fusarium;species:Nectria haematococca;,682,,747,673,1953,2530,878,812,,1478,9530,1108
256725753,corA,Metal Homeostasis,Cobalt/Magnesium,Transport,Nectria haematococca mpVI 77-13-4,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Sordariomycetes;order:Hypocreales;family:Nectriaceae;genus:Fusarium;species:Nectria haematococca;,6604,,2348,342,1545,558,4214,3231,848,2656,,1018
256729734,mer,Metal Homeostasis,Mercury,Detoxification,Nectria haematococca mpVI 77-13-4,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Sordariomycetes;order:Hypocreales;family:Nectriaceae;genus:Fusarium;species:Nectria haematococca;,1140,672,1090,777,*,7505,p,,p,p,,
256726426,NiCoT,Metal Homeostasis,Nickel,Transport,Nectria haematococca mpVI 77-13-4,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Sordariomycetes;order:Hypocreales;family:Nectriaceae;genus:Fusarium;species:Nectria haematococca;,743,,613,510,1324,6988,2274,,934,1235,23859,4358
302895105,silP,Metal Homeostasis,Silver,Transport,Nectria haematococca mpVI 77-13-4,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Sordariomycetes;order:Hypocreales;family:Nectriaceae;genus:Fusarium;species:Nectria haematococca;,11297,29579,33357,621,454,3548,1409,1057,810,882,9696,
302886753,trk_fungi,Metal Homeostasis,Potassium,Transport,Nectria haematococca mpVI 77-13-4,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Sordariomycetes;order:Hypocreales;family:Nectriaceae;genus:Fusarium;species:Nectria haematococca;,1100,251,1313,1008,575,821,382,1663,890,740,832,1142
42553681,czcD,Metal Homeostasis,"Cadmium,Cobalt,Zinc",Transport,Gibberella zeae PH-1,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Sordariomycetes;order:Hypocreales;family:Nectriaceae;genus:Gibberella;species:Gibberella zeae;,p,,,,*p,,2221,1088,908,1198,,1023
256724833,sidA,Metal Homeostasis,iron,transport,Nectria haematococca mpVI 77-13-4,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Sordariomycetes;order:Hypocreales;family:Nectriaceae;genus:Nectria;species:Nectria haematococca;,1468,,8300,865,*,1376,p,,,p,,p
145606584,cadBD,Metal Homeostasis,Cadmium,Transport,Magnaporthe grisea 70-15,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Sordariomycetes;order:Magnaporthales;family:Magnaporthaceae;genus:Magnaporthe;species:Magnaporthe oryzae;,1932,1170,1080,803,404,2462,448,878,1362,1633,2483,3499
351648535,cadBD,Metal Homeostasis,Cadmium,Transport,Magnaporthe oryzae 70-15,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Sordariomycetes;order:Magnaporthales;family:Magnaporthaceae;genus:Magnaporthe;species:Magnaporthe oryzae;,p,,,,p,p,757,,6291,767,889,3282
39970051,ChrA,Metal Homeostasis,Chromium,Transport,Magnaporthe grisea 70-15,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Sordariomycetes;order:Magnaporthales;family:Magnaporthaceae;genus:Magnaporthe;species:Magnaporthe oryzae;,,,p,,*p,p,658,,894,641,3873,1112
39968131,iron_permease_high_affinity,Metal Homeostasis,iron,Transport,Magnaporthe grisea 70-15,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Sordariomycetes;order:Magnaporthales;family:Magnaporthaceae;genus:Magnaporthe;species:Magnaporthe oryzae;,6391,2350,25908,1139,5070,2518,4891,11948,6426,5693,5392,3707
351649898,NiCoT,Metal Homeostasis,Nickel,Transport,Magnaporthe oryzae 70-15,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Sordariomycetes;order:Magnaporthales;family:Magnaporthaceae;genus:Magnaporthe;species:Magnaporthe oryzae;,p,,,,p,,204,607,414,510,,939
351641553,siderophore_transporter,Metal Homeostasis,iron,transport,Magnaporthe oryzae 70-15,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Sordariomycetes;order:Magnaporthales;family:Magnaporthaceae;genus:Magnaporthe;species:Magnaporthe oryzae;,2111,300,553,989,332,1031,404,1574,,582,1942,1218
389642735,siderophore_transporter,Metal Homeostasis,iron,transport,Magnaporthe oryzae 70-15,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Sordariomycetes;order:Magnaporthales;family:Magnaporthaceae;genus:Magnaporthe;species:Magnaporthe oryzae;,,,p,,p,p,875,,455,453,2465,770
39943288,zntA,Metal Homeostasis,Zinc,Transport,Magnaporthe grisea 70-15,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Sordariomycetes;order:Magnaporthales;family:Magnaporthaceae;genus:Magnaporthe;species:Magnaporthe oryzae;,,202,608,547,*,629,,,,p,,
320586217,siderophore_transporter,Metal Homeostasis,iron,transport,Grosmannia clavigera kw1407,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Sordariomycetes;order:Ophiostomatales;family:Ophiostomataceae;genus:Grosmannia;species:Grosmannia clavigera;,4012,206,858,20426,13368,764,p,,,p,p,
320592610,siderophore_transporter,Metal Homeostasis,iron,transport,Grosmannia clavigera kw1407,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Sordariomycetes;order:Ophiostomatales;family:Ophiostomataceae;genus:Grosmannia;species:Grosmannia clavigera;,1736,,1842,877,2152,1668,2729,1005,987,1828,3040,2592
320593571,silP,Metal Homeostasis,Silver,Transport,Grosmannia clavigera kw1407,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Sordariomycetes;order:Ophiostomatales;family:Ophiostomataceae;genus:Grosmannia;species:Grosmannia clavigera;,p,,,,,p,323,1063,339,562,,1893
116182296,copA,Metal Homeostasis,Copper,Transport,Chaetomium globosum CBS 148.51,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Sordariomycetes;order:Sordariales;family:Chaetomiaceae;genus:Chaetomium;species:Chaetomium globosum;,3040,355,3420,473,1038,1672,1875,3997,515,3321,1542,1624
116200119,ferroxidase_high_affinity,Metal Homeostasis,iron,Transport,Chaetomium globosum CBS 148.51,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Sordariomycetes;order:Sordariales;family:Chaetomiaceae;genus:Chaetomium;species:Chaetomium globosum;,2047,*,1736,19371,363,811,,,p,,p,
88184435,mer,Metal Homeostasis,Mercury,Detoxification,Chaetomium globosum CBS 148.51,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Sordariomycetes;order:Sordariales;family:Chaetomiaceae;genus:Chaetomium;species:Chaetomium globosum;,43596,1977,19271,10291,6392,53174,4301,5685,1233,9467,73751,21591
116208778,trk_fungi,Metal Homeostasis,Potassium,Transport,Chaetomium globosum CBS 148.51,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Sordariomycetes;order:Sordariales;family:Chaetomiaceae;genus:Chaetomium;species:Chaetomium globosum;,528411,3600,3922,2413,1384,3410,1350,3213,1472,4906,2787,4218
116206004,vacuolar_iron_transport,Metal Homeostasis,iron,Transport,Chaetomium globosum CBS 148.51,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Sordariomycetes;order:Sordariales;family:Chaetomiaceae;genus:Chaetomium;species:Chaetomium globosum;,642,581,568,960,201,,328,6409,732,680,2219,1900
347009151,ChrA,Metal Homeostasis,Chromium,Transport,Myceliophthora thermophila ATCC 42464,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Sordariomycetes;order:Sordariales;family:Chaetomiaceae;genus:Myceliophthora;species:Myceliophthora thermophila;,3000,,2982,1277,979,2954,1107,885,1370,3740,2805,8195
367028308,NiCoT,Metal Homeostasis,Nickel,Transport,Myceliophthora thermophila ATCC 42464,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Sordariomycetes;order:Sordariales;family:Chaetomiaceae;genus:Myceliophthora;species:Myceliophthora thermophila;,3141,47828,1991,3644,565,3852,1471,1898,629,6654,4901,3334
347010787,silP,Metal Homeostasis,Silver,Transport,Myceliophthora thermophila ATCC 42464,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Sordariomycetes;order:Sordariales;family:Chaetomiaceae;genus:Myceliophthora;species:Myceliophthora thermophila;,1299,622,707,885,1406,674,341,,,1059,6695,1391
347010061,trk_fungi,Metal Homeostasis,Potassium,Transport,Myceliophthora thermophila ATCC 42464,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Sordariomycetes;order:Sordariales;family:Chaetomiaceae;genus:Myceliophthora;species:Myceliophthora thermophila;,2558,714,1110,1303,324,2610,1347,922,328,1073,4946,1292
367050078,NiCoT,Metal Homeostasis,Nickel,Transport,Thielavia terrestris NRRL 8126,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Sordariomycetes;order:Sordariales;family:Chaetomiaceae;genus:Thielavia;species:Thielavia terrestris;,2972,,5809,15144,2284,1208,847,2042,275,7387,4306,7945
347001388,trk_fungi,Metal Homeostasis,Potassium,Transport,Thielavia terrestris NRRL 8126,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Sordariomycetes;order:Sordariales;family:Chaetomiaceae;genus:Thielavia;species:Thielavia terrestris;,6479,*,1121,647,576,2570,846,1268,346,1346,9283,2918
170941007,vacuolar_iron_transport,Metal Homeostasis,iron,Transport,Podospora anserina,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Sordariomycetes;order:Sordariales;family:Lasiosphaeriaceae;genus:Podospora;,571,248,551,,382,,224,788,,560,,878
171693929,arsA_fungi,Metal Homeostasis,Arsenic,Transport,Podospora anserina S mat+,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Sordariomycetes;order:Sordariales;family:Lasiosphaeriaceae;genus:Podospora;species:Podospora anserina;,p,,,,p,,222,646,324,,,21109
171687227,ChrA,Metal Homeostasis,Chromium,Transport,Podospora anserina,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Sordariomycetes;order:Sordariales;family:Lasiosphaeriaceae;genus:Podospora;species:Podospora anserina;,12424,,149855,1240,4993,2771,539,680,,2625,10053,3521
171690630,ferroxidase_high_affinity,Metal Homeostasis,iron,Transport,Podospora anserina,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Sordariomycetes;order:Sordariales;family:Lasiosphaeriaceae;genus:Podospora;species:Podospora anserina;,3831,,1343,997,362,1486,647,2038,439,1407,2434,5000
171689956,iron_permease_high_affinity,Metal Homeostasis,iron,Transport,Podospora anserina,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Sordariomycetes;order:Sordariales;family:Lasiosphaeriaceae;genus:Podospora;species:Podospora anserina;,401,,874,538,581,11759,1847,870,346,1157,5703,2546
164424188,corA,Metal Homeostasis,Cobalt/Magnesium,Transport,Neurospora crassa OR74A,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Sordariomycetes;order:Sordariales;family:Sordariaceae;genus:Neurospora;species:Neurospora crassa;,633,755,650,880,*,1506,*,,427,2510,1357,2956
157070541,sidA,Metal Homeostasis,iron,transport,Neurospora crassa OR74A,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Sordariomycetes;order:Sordariales;family:Sordariaceae;genus:Neurospora;species:Neurospora crassa;,1588,245,658,,531,1750,1586,924,261,2392,20284,
164425408,vacuolar_iron_transport,Metal Homeostasis,iron,Transport,Neurospora crassa OR74A,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Sordariomycetes;order:Sordariales;family:Sordariaceae;genus:Neurospora;species:Neurospora crassa;,2878,288,3771,2779,2240,5143,3970,2197,323,2308,8314,2827
336266927,NiCoT,Metal Homeostasis,Nickel,Transport,Sordaria macrospora k-hell,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Sordariomycetes;order:Sordariales;family:Sordariaceae;genus:Sordaria;species:Sordaria macrospora;,1114,598,1033,518,*,960,,2123,451,887,,799
380091712,NiCoT,Metal Homeostasis,Nickel,Transport,Sordaria macrospora k-hell,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Sordariomycetes;order:Sordariales;family:Sordariaceae;genus:Sordaria;species:Sordaria macrospora;,777,1904,787,501,397,1058,636,951,1154,4197,2724,
336242402,terZD,Metal Homeostasis,Tellurium,Transport,Sordaria macrospora k-hell,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Sordariomycetes;order:Sordariales;family:Sordariaceae;genus:Sordaria;species:Sordaria macrospora;,532,387,1026,316,*,2172,396,,226,435,14396,12310
336242404,terZD,Metal Homeostasis,Tellurium,Transport,Sordaria macrospora k-hell,superkingdom:Eukaryota;kingdom:Fungi;phylum:Ascomycota;class:Sordariomycetes;order:Sordariales;family:Sordariaceae;genus:Sordaria;species:Sordaria macrospora;,644,407,1009,393,542,8057,662,90650,779,1499,1350,2289
115371535,ferroxidase_high_affinity,Metal Homeostasis,iron,Transport,Coprinopsis cinerea okayama7#130,superkingdom:Eukaryota;kingdom:Fungi;phylum:Basidiomycota;class:Agaricomycetes;order:Agaricales;family:Psathyrellaceae;genus:Coprinopsis;species:Coprinopsis cinerea;,1826,360,1807,,2477,4085,741,1371,1167,1777,4935,7567
169858166,NiCoT,Metal Homeostasis,Nickel,Transport,Coprinopsis cinerea okayama7#130,superkingdom:Eukaryota;kingdom:Fungi;phylum:Basidiomycota;class:Agaricomycetes;order:Agaricales;family:Psathyrellaceae;genus:Coprinopsis;species:Coprinopsis cinerea;,740,248,717,427,,834,,,p,,,
299740923,trk_fungi,Metal Homeostasis,Potassium,Transport,Coprinopsis cinerea okayama7#130,superkingdom:Eukaryota;kingdom:Fungi;phylum:Basidiomycota;class:Agaricomycetes;order:Agaricales;family:Psathyrellaceae;genus:Coprinopsis;species:Coprinopsis cinerea;,p,,,p,*p,p,1151,,300,1134,2926,1479
169849514,zrt2,Metal Homeostasis,Zinc,Transport,Coprinopsis cinerea okayama7#130,superkingdom:Eukaryota;kingdom:Fungi;phylum:Basidiomycota;class:Agaricomycetes;order:Agaricales;family:Psathyrellaceae;genus:Coprinopsis;species:Coprinopsis cinerea;,4102,2183,4239,7469,2425,4398,6081,21571,47057,3045,2401,1642
302680430,NiCoT,Metal Homeostasis,Nickel,Transport,Schizophyllum commune H4-8,superkingdom:Eukaryota;kingdom:Fungi;phylum:Basidiomycota;class:Agaricomycetes;order:Agaricales;family:Schizophyllaceae;genus:Schizophyllum;species:Schizophyllum commune;,696,,1740,755,243,710,261,906,,832,3363,3870
302686172,zrt2,Metal Homeostasis,Zinc,Transport,Schizophyllum commune H4-8,superkingdom:Eukaryota;kingdom:Fungi;phylum:Basidiomycota;class:Agaricomycetes;order:Agaricales;family:Schizophyllaceae;genus:Schizophyllum;species:Schizophyllum commune;,5906,667,3264,1668,1087,2296,1902,3400,462,21757,5174,2342
170114117,ChrA,Metal Homeostasis,Chromium,Transport,Laccaria bicolor S238N-H82,superkingdom:Eukaryota;kingdom:Fungi;phylum:Basidiomycota;class:Agaricomycetes;order:Agaricales;family:Tricholomataceae;genus:Laccaria;species:Laccaria bicolor;,p,,p,,*p,p,1983,,400,582,,806
170114115,ChrA,Metal Homeostasis,Chromium,Transport,Laccaria bicolor S238N-H82,superkingdom:Eukaryota;kingdom:Fungi;phylum:Basidiomycota;class:Agaricomycetes;order:Agaricales;family:Tricholomataceae;genus:Laccaria;species:Laccaria bicolor;,p,,p,,p,,673,713,,804,,701
1150568,ferroxidase_high_affinity,Metal Homeostasis,iron,Transport,Thanatephorus cucumeris,superkingdom:Eukaryota;kingdom:Fungi;phylum:Basidiomycota;class:Agaricomycetes;order:Cantharellales;family:Ceratobasidiaceae;genus:Thanatephorus;,2432,,872,4903,1154,,1521,1046,,2467,3401,2179
42602104,ferroxidase_high_affinity,Metal Homeostasis,iron,Transport,Phanerochaete chrysosporium,superkingdom:Eukaryota;kingdom:Fungi;phylum:Basidiomycota;class:Agaricomycetes;order:Corticiales;family:Corticiaceae;genus:Phanerochaete;,5160,1669,3588,1018,2065,2973,1067,7990,4931,4057,2574,1467
242208271,ferroxidase_high_affinity,Metal Homeostasis,iron,Transport,Postia placenta Mad-698-R,superkingdom:Eukaryota;kingdom:Fungi;phylum:Basidiomycota;class:Agaricomycetes;order:Polyporales;family:Coriolaceae;genus:Postia;species:Postia placenta;,1854,405,2230,1874,11317,4845,2031,2792,425,2775,4380,3741
242207992,iron_permease_high_affinity,Metal Homeostasis,iron,Transport,Postia placenta Mad-698-R,superkingdom:Eukaryota;kingdom:Fungi;phylum:Basidiomycota;class:Agaricomycetes;order:Polyporales;family:Coriolaceae;genus:Postia;species:Postia placenta;,11421,1241,6448,922,1114,4544,3017,5147,740,3689,43386,3060
242215989,trk_fungi,Metal Homeostasis,Potassium,Transport,Postia placenta Mad-698-R,superkingdom:Eukaryota;kingdom:Fungi;phylum:Basidiomycota;class:Agaricomycetes;order:Polyporales;family:Coriolaceae;genus:Postia;species:Postia placenta;,811,,5187,428,*,850,p,,,,,p
226424958,ferroxidase_high_affinity,Metal Homeostasis,iron,Transport,Trametes sp. C30,superkingdom:Eukaryota;kingdom:Fungi;phylum:Basidiomycota;class:Agaricomycetes;order:Polyporales;family:Coriolaceae;genus:Trametes;,1029,242,14277,438,326,1257,974,,2265,539,1364,31160
353242525,siderophore_transporter,Metal Homeostasis,iron,transport,Piriformospora indica DSM 11827,superkingdom:Eukaryota;kingdom:Fungi;phylum:Basidiomycota;class:Agaricomycetes;order:Sebacinales;family:Sebacinaceae;genus:Piriformospora;species:Piriformospora indica;,703,883,630,343,760,681,236,601,,8288,2078,841
343429183,ChrA,Metal Homeostasis,Chromium,Transport,Sporisorium reilianum SRZ2,superkingdom:Eukaryota;kingdom:Fungi;phylum:Basidiomycota;class:Ustilaginomycetes;order:Ustilaginales;family:Ustilaginaceae;genus:Sporisorium;species:Sporisorium reilianum;,2562,*,2574,910,1061,1444,1742,2495,398,2542,1773,2414
343428624,nhaP,Metal Homeostasis,Sodium,Transport,Sporisorium reilianum SRZ2,superkingdom:Eukaryota;kingdom:Fungi;phylum:Basidiomycota;class:Ustilaginomycetes;order:Ustilaginales;family:Ustilaginaceae;genus:Sporisorium;species:Sporisorium reilianum;,1554,836,764,1118,662,815,528,3582,841,1873,1119,1256
343427308,NiCoT,Metal Homeostasis,Nickel,Transport,Sporisorium reilianum SRZ2,superkingdom:Eukaryota;kingdom:Fungi;phylum:Basidiomycota;class:Ustilaginomycetes;order:Ustilaginales;family:Ustilaginaceae;genus:Sporisorium;species:Sporisorium reilianum;,646,,548,2223,*,750,,,411,952,7894,1481
343428992,siderophore_transporter,Metal Homeostasis,iron,transport,Sporisorium reilianum SRZ2,superkingdom:Eukaryota;kingdom:Fungi;phylum:Basidiomycota;class:Ustilaginomycetes;order:Ustilaginales;family:Ustilaginaceae;genus:Sporisorium;species:Sporisorium reilianum;,3269,14424,5196,4049,508,496,876,640,1073,10748,4956,
388853196,nhaP,Metal Homeostasis,Sodium,Transport,Ustilago hordei,superkingdom:Eukaryota;kingdom:Fungi;phylum:Basidiomycota;class:Ustilaginomycetes;order:Ustilaginales;family:Ustilaginaceae;genus:Ustilago;,912,232,1535,2141,2011,1574,11660,1953,354,3370,3761,1714
71019509,arsA_fungi,Metal Homeostasis,Arsenic,Transport,Ustilago maydis 521,superkingdom:Eukaryota;kingdom:Fungi;phylum:Basidiomycota;class:Ustilaginomycetes;order:Ustilaginales;family:Ustilaginaceae;genus:Ustilago;species:Ustilago maydis;,836,272,,689,308,,514,721,,1229,,9759
71010075,nhaP,Metal Homeostasis,Sodium,Transport,Ustilago maydis 521,superkingdom:Eukaryota;kingdom:Fungi;phylum:Basidiomycota;class:Ustilaginomycetes;order:Ustilaginales;family:Ustilaginaceae;genus:Ustilago;species:Ustilago maydis;,1044,367,9690,,439,2227,967,1743,869,1363,6656,1038
119352454,sidC,Metal Homeostasis,iron,transport,Ustilago maydis 521,superkingdom:Eukaryota;kingdom:Fungi;phylum:Basidiomycota;class:Ustilaginomycetes;order:Ustilaginales;family:Ustilaginaceae;genus:Ustilago;species:Ustilago maydis;,380,347,705,591,,,,,p,,p,
46100458,trk_fungi,Metal Homeostasis,Potassium,Transport,Ustilago maydis 521,superkingdom:Eukaryota;kingdom:Fungi;phylum:Basidiomycota;class:Ustilaginomycetes;order:Ustilaginales;family:Ustilaginaceae;genus:Ustilago;species:Ustilago maydis;,778,204,559,,508,950,283,,2217,,4966,976
159477683,Ca_vacuolar_exchanger,Metal Homeostasis,Calcium,Transport,Chlamydomonas reinhardtii,superkingdom:Eukaryota;kingdom:Viridiplantae;phylum:Chlorophyta;class:Chlorophyceae;order:Chlamydomonadales;family:Chlamydomonadaceae;genus:Chlamydomonas;,1622,*,4162,7131,253,1329,800,,1009,620,3159,2628
159477177,Ca_vacuolar_exchanger,Metal Homeostasis,Calcium,Transport,Chlamydomonas reinhardtii,superkingdom:Eukaryota;kingdom:Viridiplantae;phylum:Chlorophyta;class:Chlorophyceae;order:Chlamydomonadales;family:Chlamydomonadaceae;genus:Chlamydomonas;,2955,506,4734,,,16968,831,985,249,1132,,17627
158275019,mgtA,Metal Homeostasis,Magnesium,Transport,Chlamydomonas reinhardtii,superkingdom:Eukaryota;kingdom:Viridiplantae;phylum:Chlorophyta;class:Chlorophyceae;order:Chlamydomonadales;family:Chlamydomonadaceae;genus:Chlamydomonas;,447,,479,1548,,537,508,68861,428,,928,1380
158270706,mgtE,Metal Homeostasis,Magnesium,Transport,Chlamydomonas reinhardtii,superkingdom:Eukaryota;kingdom:Viridiplantae;phylum:Chlorophyta;class:Chlorophyceae;order:Chlamydomonadales;family:Chlamydomonadaceae;genus:Chlamydomonas;,781,221,596,701,*,3231,685,2131,,534,1995,
302843834,Ca_vacuolar_exchanger,Metal Homeostasis,Calcium,Transport,Volvox carteri f. nagariensis,superkingdom:Eukaryota;kingdom:Viridiplantae;phylum:Chlorophyta;class:Chlorophyceae;order:Chlamydomonadales;family:Volvocaceae;genus:Volvox;species:Volvox carteri;,1873,*,1614,477,,3535,1426,1092,322,1201,3985,2570
302853149,Ca_vacuolar_exchanger,Metal Homeostasis,Calcium,Transport,Volvox carteri f. nagariensis,superkingdom:Eukaryota;kingdom:Viridiplantae;phylum:Chlorophyta;class:Chlorophyceae;order:Chlamydomonadales;family:Volvocaceae;genus:Volvox;species:Volvox carteri;,p,,p,,p,,319,1119,264,1206,,1582
302829779,mgtE,Metal Homeostasis,Magnesium,Transport,Volvox carteri f. nagariensis,superkingdom:Eukaryota;kingdom:Viridiplantae;phylum:Chlorophyta;class:Chlorophyceae;order:Chlamydomonadales;family:Volvocaceae;genus:Volvox;species:Volvox carteri;,355,,509,1858,,1017,,,3303,1281,1156,845
255084938,mgtE,Metal Homeostasis,Magnesium,Transport,Micromonas sp. RCC299,superkingdom:Eukaryota;kingdom:Viridiplantae;phylum:Chlorophyta;class:Mamiellophyceae;order:Mamiellales;genus:Micromonas;,501,671,819,1177,*,474,p,,,p,,p
303281386,mgtE,Metal Homeostasis,Magnesium,Transport,Micromonas pusilla CCMP1545,superkingdom:Eukaryota;kingdom:Viridiplantae;phylum:Chlorophyta;class:Mamiellophyceae;order:Mamiellales;genus:Micromonas;species:Micromonas pusilla;,2912,485,8351,414,1342,736,418,2429,596,832,1037,
226459819,nhaD,Metal Homeostasis,Sodium,Transport,Micromonas pusilla CCMP1545,superkingdom:Eukaryota;kingdom:Viridiplantae;phylum:Chlorophyta;class:Mamiellophyceae;order:Mamiellales;genus:Micromonas;species:Micromonas pusilla;,613,31637,866,,*,1589,631,1093,685,1443,,761
308812147,terc,Metal Homeostasis,Tellurium,Detoxification,Ostreococcus tauri,superkingdom:Eukaryota;kingdom:Viridiplantae;phylum:Chlorophyta;class:Mamiellophyceae;order:Mamiellales;genus:Ostreococcus;,3342,734,,,308,1165,p,,,p,,
15232559,mer,Metal Homeostasis,Mercury,Detoxification,Arabidopsis thaliana,superkingdom:Eukaryota;kingdom:Viridiplantae;phylum:Streptophyta;order:Brassicales;family:Brassicaceae;genus:Arabidopsis;,8621,10302,3185,772,6011,1374,4292,15450,814,2873,1354,2530
223509045,arsc,Metal Homeostasis,Arsenic,Detoxification,Ricinus communis,superkingdom:Eukaryota;kingdom:Viridiplantae;phylum:Streptophyta;order:Malpighiales;family:Euphorbiaceae;genus:Ricinus;,,,,,*p,,1180,4609,2469,583,,
223510876,mer,Metal Homeostasis,Mercury,Detoxification,Ricinus communis,superkingdom:Eukaryota;kingdom:Viridiplantae;phylum:Streptophyta;order:Malpighiales;family:Euphorbiaceae;genus:Ricinus;,6433,5834,16171,3135,6328,6859,17885,18970,12227,16770,17408,99587
163777270,mer,Metal Homeostasis,Mercury,Detoxification,Monosiga brevicollis MX1,superkingdom:Eukaryota;order:Choanoflagellida;family:Codonosigidae;genus:Monosiga;species:Monosiga brevicollis;,3296,,2099,7493,1203,3443,183827,24203,2241,3765,28501,3777
167535450,terc,Metal Homeostasis,Tellurium,Detoxification,Monosiga brevicollis MX1,superkingdom:Eukaryota;order:Choanoflagellida;family:Codonosigidae;genus:Monosiga;species:Monosiga brevicollis;,,351,468,339,319,437,,,p,,p,p
322505461,terZD,Metal Homeostasis,Tellurium,Transport,Leishmania braziliensis MHOM/BR/75/M2904,superkingdom:Eukaryota;order:Kinetoplastida;family:Trypanosomatidae;genus:Leishmania;species:Leishmania braziliensis;,1013,268,584,435,*,718,355,1646,585,808,1745,1567
340053474,terZD,Metal Homeostasis,Tellurium,Transport,Trypanosoma vivax Y486,superkingdom:Eukaryota;order:Kinetoplastida;family:Trypanosomatidae;genus:Trypanosoma;species:Trypanosoma vivax;,535,,548,404,497,,,,p,,,p
219110657,mgtE,Metal Homeostasis,Magnesium,Transport,Phaeodactylum tricornutum CCAP 1055/1,superkingdom:Eukaryota;phylum:Bacillariophyta;class:Bacillariophyceae;order:Naviculales;family:Phaeodactylaceae;genus:Phaeodactylum;species:Phaeodactylum tricornutum;,386,342,,,348,505,*p,,,p,,
